trial_id,kind,gt_miou,best_so_far,regret_vs_ceiling,k_y,r_surface_min,hough_oblique_threshold,hough_horizontal_threshold,line_merge_distance,line_snap_tolerance_px,segmentation_slot_inset_y,r_surface_min_ceiling_ref
0,gt_layout_ceiling_r,0.8267842176883957,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
1,gt_layout_otsu_r,0.8267842176883957,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
2,intrinsic_r_otsu,0.11067038894320042,0.8267842176883957,0.04181578231160432,2906.6939197117013,3.7343,75.0,61.0,4.3334,25.8819,6.3717,3.7343
3,random,0.03710516870064609,0.8267842176883957,0.04181578231160432,2346.149404154483,3.755,61.0,15.0,1.3925,43.6167,11.6552,3.7343
4,random,0.11579608361330482,0.8267842176883957,0.04181578231160432,2925.9020833831987,3.7541,43.0,10.0,10.1305,16.5846,6.69,3.7343
5,random,0.1052290198590647,0.8267842176883957,0.04181578231160432,2370.5272658881677,3.7377,42.0,76.0,1.6518,34.0724,8.0759,3.7343
6,random,0.13500620266112126,0.8267842176883957,0.04181578231160432,3795.972182758702,3.7391,48.0,36.0,5.4275,12.2528,24.1957,3.7343
7,random,0.10585467034194572,0.8267842176883957,0.04181578231160432,3123.708006142475,3.7384,58.0,26.0,3.1171,74.5929,13.8082,3.7343
8,random,0.05822399250234302,0.8267842176883957,0.04181578231160432,4110.864558013585,3.7427,50.0,70.0,4.5438,61.3494,0.6299,3.7343
9,random,0.052805253378649275,0.8267842176883957,0.04181578231160432,141.12886888611908,3.7548,59.0,85.0,4.9096,43.9324,19.1312,3.7343
10,random,0.06403919528269164,0.8267842176883957,0.04181578231160432,702.439593057192,3.7394,16.0,79.0,9.7233,43.4753,18.1462,3.7343
11,random,0.07676668848679673,0.8267842176883957,0.04181578231160432,923.1233381659287,3.7545,86.0,59.0,11.7843,43.6642,13.0292,3.7343
12,random,0.1469542520443841,0.8267842176883957,0.04181578231160432,3453.8684946999338,3.7505,54.0,115.0,3.761,65.4529,16.9118,3.7343
13,random,0.046717032789219556,0.8267842176883957,0.04181578231160432,2927.7431502069467,3.7492,78.0,22.0,7.6416,40.9397,14.8671,3.7343
14,random,0.03955302968472369,0.8267842176883957,0.04181578231160432,1425.9666326332542,3.7524,72.0,100.0,9.0299,13.4904,22.8339,3.7343
15,random,0.058920971386240195,0.8267842176883957,0.04181578231160432,4081.264854920331,3.7496,29.0,72.0,1.4288,49.2791,4.1503,3.7343
16,random,0.20355903476714604,0.8267842176883957,0.04181578231160432,98.00039816409353,3.7354,58.0,14.0,9.8183,77.0053,21.3502,3.7343
17,random,0.10918873869564598,0.8267842176883957,0.04181578231160432,1574.7693877180159,3.7487,25.0,94.0,10.7088,19.7962,14.341,3.7343
18,random,0.155094580377594,0.8267842176883957,0.04181578231160432,2833.4042973405894,3.7391,80.0,108.0,2.7766,7.0027,16.2702,3.7343
19,random,0.04932962307108525,0.8267842176883957,0.04181578231160432,2621.2502178418717,3.7465,25.0,83.0,10.1361,33.264,9.2931,3.7343
20,random,0.09119373306007997,0.8267842176883957,0.04181578231160432,1000.0186753171351,3.7361,21.0,94.0,2.4419,14.9905,3.2671,3.7343
21,random,0.04014121195442981,0.8267842176883957,0.04181578231160432,4214.724499111195,3.7529,43.0,88.0,2.0649,59.5494,19.4118,3.7343
22,random,0.21836889936643555,0.8267842176883957,0.04181578231160432,3135.034605523732,3.7488,71.0,109.0,2.3832,18.8203,19.9884,3.7343
23,random,0.10602100203164415,0.8267842176883957,0.04181578231160432,3352.523481916395,3.7438,72.0,93.0,8.9342,38.3599,9.4545,3.7343
24,perturb_small_segment,0.7275774865857272,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
25,perturb_wrong_k,0.22891724809049557,0.8267842176883957,0.04181578231160432,2175.3800503644047,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
26,perturb_wrong_r_high,0.29053615005353567,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7557,37.0,50.0,3.0,20.0,0.0,3.7343
27,perturb_guardrail_smoke,0.08372975256233568,0.8267842176883957,0.04181578231160432,4557.0,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
28,perturb_weak_hough,0.8267842176883957,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,89.0,110.0,3.0,20.0,0.0,3.7343
29,perturb_misaligned,0.3233155719637077,0.8267842176883957,0.04181578231160432,2064.731805811984,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
30,perturb_wrong_k,0.082825679475164,0.8267842176883957,0.04181578231160432,918.8907715979457,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
31,perturb_offset_shift,0.5393036279827339,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
32,perturb_ambiguous_lines,0.8267842176883957,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,37.0,50.0,10.5774,77.3042,0.0,3.7343
33,perturb_wrong_r_low,0.8122298393885681,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7354,37.0,50.0,3.0,20.0,0.0,3.7343
34,perturb_small_segment,0.7275774865857272,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
35,perturb_wrong_k,0.22891724809049557,0.8267842176883957,0.04181578231160432,2175.3800503644047,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
36,perturb_wrong_r_high,0.29053615005353567,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7557,37.0,50.0,3.0,20.0,0.0,3.7343
37,perturb_guardrail_smoke,0.08372975256233568,0.8267842176883957,0.04181578231160432,4557.0,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
38,perturb_weak_hough,0.8267842176883957,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,89.0,110.0,3.0,20.0,0.0,3.7343
39,perturb_misaligned,0.3233155719637077,0.8267842176883957,0.04181578231160432,2064.731805811984,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
40,perturb_wrong_k,0.082825679475164,0.8267842176883957,0.04181578231160432,918.8907715979457,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
41,perturb_offset_shift,0.5393036279827339,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
42,perturb_ambiguous_lines,0.8267842176883957,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,37.0,50.0,10.5774,77.3042,0.0,3.7343
43,perturb_wrong_r_low,0.8122298393885681,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7354,37.0,50.0,3.0,20.0,0.0,3.7343
44,perturb_small_segment,0.7275774865857272,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
45,perturb_wrong_k,0.22891724809049557,0.8267842176883957,0.04181578231160432,2175.3800503644047,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
46,perturb_wrong_r_high,0.29053615005353567,0.8267842176883957,0.04181578231160432,1697.9778549030211,3.7557,37.0,50.0,3.0,20.0,0.0,3.7343
47,perturb_guardrail_smoke,0.08372975256233568,0.8267842176883957,0.04181578231160432,4557.0,3.7343,37.0,50.0,3.0,20.0,0.0,3.7343
48,bo,0.2211763071641675,0.8267842176883957,0.04181578231160432,1429.7779403529175,3.7378,79.0,47.0,8.403,14.969,8.978,3.7343
49,bo,0.16112502926115727,0.8267842176883957,0.04181578231160432,63.96080983146319,3.7449,40.0,114.0,11.0164,55.3855,19.3661,3.7343
50,bo,0.15005215914360606,0.8267842176883957,0.04181578231160432,1917.4786242177602,3.7358,38.0,106.0,5.5798,28.7274,7.358,3.7343
51,bo,0.15839479653661404,0.8267842176883957,0.04181578231160432,1685.87772312308,3.7349,34.0,103.0,6.4116,56.9421,19.1782,3.7343
52,bo,0.29850302491706354,0.8267842176883957,0.04181578231160432,1522.586413381859,3.7363,53.0,65.0,11.2031,31.5725,1.2723,3.7343
53,bo,0.20265661663276013,0.8267842176883957,0.04181578231160432,1756.8717569830958,3.7346,78.0,116.0,7.9793,21.4161,0.2499,3.7343
54,bo,0.16129873168718423,0.8267842176883957,0.04181578231160432,1563.345980347547,3.737,63.0,112.0,3.1463,6.0283,7.4795,3.7343
